UUID,a1,a2,a3,a4,a5,a6,pub_type,name
C27A3A0D,Jenson,,,,,,1,Fated%20to%20Live%20in%20Interesting%20Times:%20Canadas%20Changing%20Citizenship%20Regimes
C65A360B,Jenson,,,,,,1,Fated%20to%20Live%20in%20Interesting%20Times:%20Canadas%20Changing%20Citizenship%20Regimes
FB093650,Wheare,,,,,,2,Federal%20Government
D8ED4119,Wheare,,,,,,2,Federal%20Government
195BC789,Simeon,,,,,,2,Federal%20Provincial%20Diplomacy:%20The%20Making%20of%20Recent%20Policy%20in%20Canada
EBF33C5B,Simeon,,,,,,2,Federal%20Provincial%20Diplomacy:%20The%20Making%20of%20Recent%20Policy%20in%20Canada
F1AFF9F9,Simeon,,,,,,2,Federal%20Provincial%20Diplomacy:%20The%20Making%20of%20Recent%20Policy%20in%20Canada
8F667CB5,Simeon,,,,,,2,Federal%20Provincial%20Diplomacy:%20The%20Making%20of%20Recent%20Policy%20in%20Canada
6FB964A7,Simeon,,,,,,3,Federal%20Provincial%20Diplomacy:%20The%20Making%20of%20Recent%20Policy%20in%20Canada
DB2BF9AE,Simeon,,,,,,2,Federal%20Provincial%20Diplomacy:%20The%20Making%20of%20Recent%20Policy%20in%20Canada
1A74B0A3,Simeon,,,,,,2,Federal%20Provincial%20Diplomacy:%20The%20Making%20of%20Recent%20Policy%20in%20Canada
B84887F0,Simeon,,,,,,2,Federal%20Provincial%20Diplomacy:%20The%20Making%20of%20Recent%20Policy%20in%20Canada
62B656F8,Simeon,,,,,,2,Federal%20Provincial%20Diplomacy:%20The%20Making%20of%20Recent%20Policy%20in%20Canada
62A03C7F,Simeon,,,,,,2,Federal%20Provincial%20Diplomacy:%20The%20Making%20of%20Recent%20Policy%20in%20Canada
FFBA283F,Smith,,,,,,2,Federalism
D9C1F2CB,Smith,,,,,,2,Federalism
ACD10121,Smith,,,,,,2,Federalism
CB262029,Smith,,,,,,2,Federalism
C17CABD8,Harrison,,,,,,3,Federalism%20and%20Climate%20Policy%20Innovation:%20A%20Critical%20Reassessment
D9E168A1,Lecours,,,,,,1,Federalism%20and%20Fiscal%20Policy:%20The%20Politics%20of%20Equalization%20in%20Canada
6881BF42,Lecours,,,,,,1,Federalism%20and%20Fiscal%20Policy:%20The%20Politics%20of%20Equalization%20in%20Canada
7CF447AD,Lecours,Beland,,,,,1,Federalism%20and%20Fiscal%20Policy:%20The%20Politics%20of%20Equalization%20in%20Canada
D57B0D37,Lusztig,,,,,,1,Federalism%20and%20Institutional%20Design:%20The%20Perils%20and%20Politics%20of%20a%20Triple%20E-Senate%20in%20Canada
7CC78D2D,Smith,,,,,,2,Federalism%20and%20the%20Constitution%20of%20Canada
292D49D9,Smith,,,,,,2,Federalism%20and%20the%20Constitution%20of%20Canada
35A210BD,Trudeau,,,,,,2,Federalism%20and%20the%20French%20Canadians
74A19301,Trudeau,,,,,,2,Federalism%20and%20the%20French%20Canadians
D5AAC1E1,Trudeau,,,,,,2,Federalism%20and%20the%20French%20Canadians
0D07AB1B,Trudeau,,,,,,3,Federalism%20and%20the%20French%20Canadians
1A5ADDF0,Trudeau,,,,,,2,Federalism%20and%20the%20French%20Canadians
6A4B8540,Trudeau,,,,,,2,Federalism%20and%20the%20French%20Canadians
25DB865F,Stevenson,,,,,,3,Federalism%20and%20the%20Political%20Economy%20of%20the%20Canadian%20State
3DC1AE46,Stevenson,,,,,,3,Federalism%20and%20the%20Political%20Economy%20of%20the%20Canadian%20State
3EBB3C0B,Stevenson,,,,,,3,Federalism%20and%20the%20Political%20Economy%20of%20the%20Canadian%20State
8F303F37,LaSelva,,,,,,1,Federalism%20as%20a%20Way%20of%20Life:%20Reflections%20on%20the%20Canadian%20Experiment
4D413318,Hueglin,,,,,,1,Federalism%20at%20the%20Crossroads%20:%20Old%20Meanings%2C%20New
"Significance""",,,,,,,,
20FA438D,Lajoie,,,,,,3,Federalism%20in%20Canada:%20Provinces%20and%20Minorities%20-%20Same%20Fight%20
D1A72109,Gagnon,Iacovino,,,,,2,Federalism%2C%20Citizenship%2C%20and%20Quebec:%20Debating%20Multinationalism
997B6FE7,Gagnon,Iacovino,,,,,2,Federalism%2C%20Citizenship%2C%20and%20Quebec:%20Debating%20Multinationalism
E9634442,Gagnon,Iacovino,,,,,2,Federalism%2C%20Citizenship%2C%20and%20Quebec:%20Debating%20Multinationalism
90B194A5,Gagnon,Iacovino,,,,,2,Federalism%2C%20Citizenship%2C%20and%20Quebec:%20Debating%20Multinationalism
19172A31,Gagnon,Iacovino,,,,,2,Federalism%2C%20Citizenship%2C%20and%20Quebec:%20Debating%20Multinationalism
2F052BCE,Gagnon,Iacovino,,,,,2,Federalism%2C%20Citizenship%2C%20and%20Quebec:%20Debating%20Multinationalism
6F846C1E,Gagnon,Iacovino,,,,,2,Federalism%2C%20Citizenship%2C%20and%20Quebec:%20Debating%20Multinationalism
0DCFD841,Gagnon,Iacovino,,,,,2,Federalism%2C%20Citizenship%2C%20and%20Quebec:%20Debating%20Multinationalism
BBB835F7,Gagnon,Iacovino,,,,,2,Federalism%2C%20Citizenship%2C%20and%20Quebec:%20Debating%20Multinationalism
9C706D62,Gagnon,Iacovino,,,,,2,Federalism%2C%20Citizenship%2C%20and%20Quebec:%20Debating%20Multinationalism
DD81B967,Trudeau,,,,,,3,Federalism%2C%20Nationalism%20and%20Reason%20
654D06FF,Riker,,,,,,2,Federalism:%20Origin%2C%20Operation%20and%20Significance%20
1DFE2B3D,Noel,,,,,,1,Fédéralisme%20douverture%20et%20pouvoir%20de%20dépenser%20au%20Canada
C7491AA2,Arscott,Tremblay,,,,,1,Feminism%20and%20Political%20Science%20in%20Canada%20and%20Quebec
B441A2E5,Vickers,,,,,,1,Feminisms%20and%20Nationalism%20in%20English%20Canada
53F1A2D9,Vickers,,,,,,1,Feminisms%20and%20Nationalism%20in%20English%20Canada
9810EBAB,Manfredi,,,,,,2,Feminist%20Activism%20in%20the%20Supreme%20Court:%20Legal%20Mobilization%20and%20the%20Womens%20Legal%20Education%20and%20Action%20Fund
CF198DE2,Manfredi,,,,,,2,Feminist%20Activism%20in%20the%20Supreme%20Court:%20Legal%20Mobilization%20and%20the%20Womens%20Legal%20Education%20and%20Action%20Fund
A2ACD138,Manfredi,,,,,,2,Feminist%20Activism%20in%20the%20Supreme%20Court:%20Legal%20Mobilization%20and%20the%20Womens%20Legal%20Education%20and%20Action%20Fund
8DCC901E,Manfredi,,,,,,2,Feminist%20Activism%20in%20the%20Supreme%20Court:%20Legal%20Mobilization%20and%20the%20Womens%20Legal%20Education%20and%20Action%20Fund
5948946C,Manfredi,,,,,,2,Feminist%20Activism%20in%20the%20Supreme%20Court:%20Legal%20Mobilization%20and%20the%20Womens%20Legal%20Education%20and%20Action%20Fund
394DADFC,Manfredi,,,,,,2,Feminist%20Activism%20in%20the%20Supreme%20Court:%20Legal%20Mobilization%20and%20the%20Womens%20Legal%20Education%20and%20Action%20Fund
2A3710CA,Adamson,Briskin%20Linda,McPhail,,,,2,Feminist%20Organizing%20for%20Change:%20The%20Contemporary%20Womens%20Movement%20in%20Canada
3FEF403C,Sjolander,Smith,Steinstra,,,,2,Feminist%20Perspectives%20on%20Canadian%20Foreign%20Policy
B3CED37F,Luxton,,,,,,3,Feminist%20Political%20Economy%20in%20Canada%20and%20the%20Politics%20of%20Social%20Reproduction
C98A1F72,Findlay,,,,,,3,Feminist%20Struggles%20with%20the%20Canadian%20State
9164C9E5,Young,,,,,,2,Feminists%20and%20Party%20Politics
B4CF455C,Young,,,,,,2,Feminists%20and%20Party%20Politics
10D49952,Young,,,,,,2,Feminists%20and%20Party%20Politics
D15C6411,Young,,,,,,2,Feminists%20and%20Party%20Politics
488174CA,Young,,,,,,2,Feminists%20and%20Party%20Politics
4C61A3AF,Young,,,,,,2,Feminists%20and%20Party%20Politics
B0E230F8,Young,,,,,,2,Feminists%20and%20Party%20Politics
E212720A,Young,,,,,,2,Feminists%20and%20Party%20Politics
2ECCA2AC,Young,,,,,,2,Feminists%20and%20Party%20Politics
23A151EC,Findlay,,,,,,2,Femocratic%20Administration:%20Gender%2C%20Governance%20and%20Demomcracy%20in%20Ontario
72DF6CEC,Findlay,,,,,,3,Femocratic%20Administration:%20Gender%2C%20Governance%20and%20Demomcracy%20in%20Ontario
54F0A919,Albo,,,,,,3,Fewer%20Illusions:%20Canadian%20Foreign%20Policy%20Since%202001
C65C89BA,Esselment,,,,,,1,Fighting%20Elections:%20Cross-Level%20Political%20Party%20Integration%20in%20Canada
C0712145,Cross,,,,,,2,Fighting%20for%20Votes:%20Parties%2C%20the%20Media%20and%20Voters%20in%20an%20Ontario%20Election.
2D8168C7,Barager,Seccareccia,,,,,1,Financial%20Restructuring:%20Implications%20of%20Recent%20Canadian%20Macroeconomic%20Developments
F356BC75,Irlbacher-Fox,,,,,,2,Finding%20Dahshaa:%20Self-Government%2C%20Social%20Suffering%20and%20Aboriginal%20Policy%20in%20Canada
7821C783,Irlbacher-Fox,,,,,,2,Finding%20Dahshaa:%20Self-Government%2C%20Social%20Suffering%20and%20Aboriginal%20Policy%20in%20Canada
31181BB9,Irlbacher-Fox,,,,,,2,Finding%20Dahshaa:%20Self-Government%2C%20Social%20Suffering%20and%20Aboriginal%20Policy%20in%20Canada
9224F2B4,Irlbacher-Fox,,,,,,2,Finding%20Dahshaa:%20Self-Government%2C%20Social%20Suffering%20and%20Aboriginal%20Policy%20in%20Canada
27D78D47,Kymlicka,,,,,,2,Finding%20Our%20Way.%20Rethinking%20Ethnocultural%20Relations%20in%20Canada
1F2D860B,Kymlicka,,,,,,2,Finding%20Our%20Way.%20Rethinking%20Ethnocultural%20Relations%20in%20Canada
69999508,Kymlicka,,,,,,2,Finding%20Our%20Way.%20Rethinking%20Ethnocultural%20Relations%20in%20Canada
860833D1,Kymlicka,,,,,,2,Finding%20Our%20Way.%20Rethinking%20Ethnocultural%20Relations%20in%20Canada
3796C086,Adams,,,,,,2,Fire%20and%20Ice:%20The%20United%20States%2C%20Canada%20and%20the%20Myth%20of%20Converging%20Values%20
61BBADF4,Adams,,,,,,2,Fire%20and%20Ice:%20The%20United%20States%2C%20Canada%20and%20the%20Myth%20of%20Converging%20Values%20
1196DAF0,Weller,,,,,,2,First%20Among%20Equals:%20Prime%20Ministers%20in%20Westminister%20Systems
6292F5CF,Marland,Kerby,,,,,2,First%20Among%20Unequals:%20The%20Premier%2C%20Politics%20and%20Public%20Policy%20in%20Newfoundland%20and%20Labrador
A5EBCE2E,Savoie,,,,,,3,First%20Ministers%2C%20Cabinet%2C%20and%20the%20Public%20Service
B2679223,Ross,,,,,,2,First%20Nations%20Sacred%20Sites%20in%20Canadas%20Courts
6FBE139B,Timpson,,,,,,2,First%20Nations%2C%20First%20Thoughts:%20The%20Impact%20of%20Indigenous%20Thought%20in%20Canada
C45AF279,Timpson,,,,,,2,First%20Nations%2C%20First%20Thoughts:%20The%20Impact%20of%20Indigenous%20Thought%20in%20Canada
28EB8C3A,Satzewich,Wotherspoon,,,,,2,First%20Nations:%20Race%2C%20Class%2C%20and%20Gender%20Relations
E5916055,Flanagan,,,,,,2,First%20nations?%20Second%20thoughts
5861BE17,Flanagan,,,,,,2,First%20nations?%20Second%20thoughts
F6C034AA,Flanagan,,,,,,2,First%20nations?%20Second%20thoughts
6E29EE9B,Flanagan,,,,,,2,First%20nations?%20Second%20thoughts
7C2D1C6A,Flanagan,,,,,,2,First%20nations?%20Second%20thoughts
DB848627,Flanagan,,,,,,2,First%20nations?%20Second%20thoughts
1DB8200C,Stevenson,,,,,,3,Fiscal%20Federalism%20and%20the%20Burden%20of%20History
4251AEEA,Harris,,,,,,2,Fish%2C%20Law%2C%20and%20Colonialism:%20The%20Legal%20Capture%20of%20Salmon%20in%20British%20Columbia
0563F463,Mallory,,,,,,3,Five%20Faces%20of%20Federalism
5361909,Mallory,,,,,,3,Five%20Faces%20of%20Federalism
310CB3D7,Gagnon,,,,,,3,Five%20Faces%20of%20Quebec:%20Shifting%20Small%20Worlds%20and%20Evolving%20Political%20Dynamics
2BC961AF,Fleming,Glenn,,,,,2,Flemings%20Canadian%20Legislatures
8F1ACD94,Hockin,,,,,,1,Flexible%20and%20Structured%20Parliamentarism:%20From%201848%20to%20Contemporary%20Party%20Government
AB1DBC08,Hayter,,,,,,2,Flexible%20Crossroads:%20The%20Restructuring%20of%20British%20Columbias%20Forest%20Economy
E901A5D7,Petry,Bastien,,,,,1,Follower%20the%20Pollsters:%20Inaccuracies%20in%20Media%20Coverage%20of%20the%20Horse-race%20in%20the%202008%20Canadian%20Election
0666AA2E,N/A,,,,,,1,Forbes%20and%20Wiseman%20debate
7ADE18AC,Bakan,Stasiulis,,,,,3,Foreign%20Domestic%20Workers%20in%20Canada%20and%20the%20Social%20Boundaries%20of%20Citizenship
2383E97B,Sancton,Young,,,,,2,Foundations%20of%20Governance:%20Municipal%20Government%20in%20Canadas%20Provinces
C4A8A477,Sancton,Young,,,,,2,Foundations%20of%20Governance:%20Municipal%20Government%20in%20Canadas%20Provinces
D25E404D,Abele,Prince,,,,,1,Four%20Pathways%20to%20Aboriginal%20Self-Government%20in%20Canada
D5A27D3F,Pierson,,,,,,1,Fragmented%20Welfare%20States:%20%20Federal%20Institutions%20and%20the%20Development%20of%20Social%20Policy
1C2885C9,Tolley,,,,,,2,Framed:%20Media%20and%20the%20Coverage%20of%20Race%20in%20Canadian%20Politics
18912E5F,Papillon,,,,,,3,Framing%20Self-Determination:%20The%20Politics%20of%20Indigenous%20Rights%20in%20Canada%20and%20the%20United%20States
CEEC48D4,Borrows,,,,,,3,Freedom%20and%20Indigenous%20Constitutionalism%20
71EC8043,Bickerton,,,,,,2,Freedom%2C%20Equality%2C%20Community:%20The%20Political%20Philosophy%20of%20Six%20Influential%20Canadians
4C51A630,Myles,Pierson,,,,,1,Friedmans%20Revenge:%20The%20Reform%20of%20Liberal%20Welfare%20States%20in%20Canada%20and%20the%20US
0AB45CBA,Myles,Pierson,,,,,1,Friedmans%20Revenge:%20The%20Reform%20of%20Liberal%20Welfare%20States%20in%20Canada%20and%20the%20US
B0000591,Bakvis,Jarvis,,,,,2,From%20New%20Public%20Management”%20to%20New%20Political%20Governance
C94DFD01,Dwivedi,Gow,,,,,2,From%20Bureaucrucy%20to%20Public%20Management:%20The%20Administrative%20Culture%20of%20the%20Government%20of%20Canada
F101BF21,Dwivedi,Gow,,,,,2,From%20Bureaucrucy%20to%20Public%20Management:%20The%20Administrative%20Culture%20of%20the%20Government%20of%20Canada
C6208F84,Haddow,,,,,,1,From%20Corporatism%20to%20Associationalism:%20Linking%20State%20and%20Society%2C%20and%20Deepening%20Democracy%2C%20in%20the%20Canadian%20Polity
30604C99,Abu-Laban%20Yasmeen,Nath,,,,,1,From%20Deportation%20to%20Apology:%20The%20Case%20of%20Maher%20Arar%20and%20the%20Canadian%20State
ECFF34F1,Cochrane,Telmer,,,,,2,From%20Heartland%20to%20North%20American%20Region%20State:%20the%20social%2C%20fiscal%2C%20and%20federal%20evolution%20of%20Ontario:%20an%20interpretive%20essay
7B555174,Gidney,,,,,,2,From%20Hope%20to%20Harris:%20The%20Reshaping%20of%20Ontarios%20Schools
9D417940,Kuokkanen,,,,,,1,From%20Indigenous%20Economies%20to%20Market-Based%20Self-Governance:%20A%20Feminist%20Political%20Economy%20Analysis
12A6338C,Kuokkanen,,,,,,1,From%20Indigenous%20Economies%20to%20Market-Based%20Self-Governance:%20A%20Feminist%20Political%20Economy%20Analysis
148E4ACD,Andersen,,,,,,1,From%20nation%20to%20population:%20The%20racialisation%20of%20Metis%20in%20the%20Canadian%20census
E7EBD3D2,Andersen,,,,,,1,From%20nation%20to%20population:%20The%20racialisation%20of%20Metis%20in%20the%20Canadian%20census
BFA3E008,Yates,,,,,,2,From%20Plant%20to%20Politics
CE647100,Dufour,,,,,,1,From%20Protest%20to%20Partisan%20Politics.%20When%20and%20How%20Collective%20Actors%20Cross%20the%20Line?
CBC5ED70,Resnick,,,,,,2,From%20Semi-Periphery%20to%20Perimeter%20of%20the%20Core:%20Canada%20in%20the%20Capitalist%20World%20Economy
F006ABCB,Resnick,,,,,,3,From%20Semi-Periphery%20to%20Perimeter%20of%20the%20Core:%20Canada%20in%20the%20Capitalist%20World%20Economy
35757B39,Albo,Yap,,,,,3,From%20the%20Tar%20Sands%20to%20Green%20Jobs?%20Work%20and%20Ecological%20Justice%20
E29A70C2,Poelzer,Coates,,,,,3,From%20Treaty%20Peoples%20to%20Treaty%20Nation:%20A%20Road%20Map%20for%20All%20Canadians
6566E7EC,Coulthard,,,,,,3,From%20Wards%20of%20the%20State%20to%20Subjects%20of%20Recognition?:%20Marx%2C%20Indigenous%20People%2C%20and%20the%20Politics%20of%20Dispossession%20in%20Denendeh
78627BE6,Meadowcroft,,,,,,3,From%20welfare%20state%20to%20ecostate?
F56334A6,Careless,,,,,,3,Frontierism%20and%20Metropolitanism:%20Concepts%20Revisited%20
92EEB7C2,Flanagan,,,,,,2,Game%20Theory%20and%20Canadian%20Politics
2D82B1A9,Flanagan,,,,,,2,Game%20Theory%20and%20Canadian%20Politics
3F04FD28,Flanagan,,,,,,2,Game%20Theory%20and%20Canadian%20Politics
4362C96F,Flanagan,,,,,,2,Game%20Theory%20and%20Canadian%20Politics
F61AC740,Goodyear-Grant,Croskil,,,,,1,Gender%20Affinity%20Effects%20in%20Vote%20Choice%20in%20Westminster%20Systems:%20Assessing%20Flexible”%20Voters%20in%20Canada
1F8B1863,ONeill,Stewart,,,,,1,Gender%20and%20Party%20Leadership%20in%20Canada
F2172E90,ONeill,Stewart,,,,,1,Gender%20and%20Party%20Leadership%20in%20Canada
A824E582,Gingras,,,,,,2,Gender%20and%20Politics%20in%20Contemporary%20Canada
7CAFB588,Hankivsky,,,,,,2,Gender%20Mainstreaming%20in%20Canada%20and%20Australia:%20A%20Comparative%20Analysis
E9EBA57F,Hankivsky,,,,,,1,Gender%20vs.%20Diversity%20Mainstreaming:%20A%20Preliminary%20Examination%20of%20the%20Role%20and%20Transformative%20Potential%20of%20Feminist%20Theory
153B881A,Hankivsky,,,,,,1,Gender%20vs.%20Diversity%20Mainstreaming:%20A%20Preliminary%20Examination%20of%20the%20Role%20and%20Transformative%20Potential%20of%20Feminist%20Theory
392F14CB,Lawrence,,,,,,1,Gender%2C%20Race%2C%20and%20the%20Regulation%20of%20Native%20Identity%20in%20Canada%20and%20the%20United%20States:%20An%20Overview
9C8576F9,Goodyear-Grant,,,,,,2,Gendered%20News:%20Media%20Coverage%20and%20Electoral%20Politics%20in%20Canada
2DB955F1,Goodyear-Grant,,,,,,2,Gendered%20News:%20Media%20Coverage%20and%20Electoral%20Politics%20in%20Canada
EFFC77B5,Goodyear-Grant,,,,,,2,Gendered%20News:%20Media%20Coverage%20and%20Electoral%20Politics%20in%20Canada
6273969C,Goodyear-Grant,,,,,,2,Gendered%20News:%20Media%20Coverage%20and%20Electoral%20Politics%20in%20Canada
8FD1AFBB,Porter,,,,,,2,Gendered%20States:%20Women%2C%20Unemployment%20Insurance%2C%20and%20the%20Political%20Economy%20of%20the%20Welfare%20State%20in%20Canada
D01A79C2,Ladner,,,,,,1,Gendering%20decolonisation%2C%20decolonising%20Gender
3A52506F,Chappell,,,,,,2,Gendering%20Government.%20Feminist%20Engagement%20with%20the%20State%20in%20Australia%20and%20Canada
2FB11EC4,Chappell,,,,,,2,Gendering%20Government.%20Feminist%20Engagement%20with%20the%20State%20in%20Australia%20and%20Canada
33B344B2,Chappell,,,,,,2,Gendering%20Government.%20Feminist%20Engagement%20with%20the%20State%20in%20Australia%20and%20Canada
3E9B8CAD,Chappell,,,,,,2,Gendering%20Government.%20Feminist%20Engagement%20with%20the%20State%20in%20Australia%20and%20Canada
55BE1215,Chappell,,,,,,2,Gendering%20Government.%20Feminist%20Engagement%20with%20the%20State%20in%20Australia%20and%20Canada
03158C81,Teghtsoonian,,,,,,1,Gendering%20Policy%20Analysis%20in%20the%20Government%20of%20British%20Columbia:%20Strategies%2C%20Possibilities%20and%20Constraints
A08A9176,Abu-Laban,,,,,,2,Gendering%20the%20Nation-State
61BCC4BD,Abu-Laban,,,,,,2,Gendering%20the%20Nation-State
D38B00D8,Dumont,,,,,,2,Genese%20de%20la%20société%20québécoise
FC26B6D8,Dumont,,,,,,2,Genese%20de%20la%20société%20québécoise
25A1B36E,Dumont,,,,,,2,Genese%20de%20la%20société%20québécoise
98ED3E3F,Knopff,Morton,,,,,1,Ghosts%20and%20Straw%20Men:%20A%20Comment%20on%20Miriam%20Smiths%20Ghosts%20of%20the%20Judicial%20Committee%20of%20the%20Privy%20Council
6350ECA5,Knopff,Morton,,,,,1,Ghosts%20and%20Straw%20Men:%20A%20Comment%20on%20Miriam%20Smiths%20Ghosts%20of%20the%20Judicial%20Committee%20of%20the%20Privy%20Council
85545EB1,Knopff,Morton,,,,,1,Ghosts%20and%20Straw%20Men:%20A%20Comment%20on%20Miriam%20Smiths%20Ghosts%20of%20the%20Judicial%20Committee%20of%20the%20Privy%20Council
074BE3A4,Knopff,Morton,,,,,1,Ghosts%20and%20Straw%20Men:%20A%20Comment%20on%20Miriam%20Smiths%20Ghosts%20of%20the%20Judicial%20Committee%20of%20the%20Privy%20Council
30AD921A,Smith,,,,,,1,Ghosts%20of%20the%20Judicial%20Committee%20of%20the%20Privy%20Council:%20Group%20Politics%20and%20Charter%20Litigation%20in%20Canadian%20Political%20Science
22A4780E,Smith,,,,,,1,Ghosts%20of%20the%20Judicial%20Committee%20of%20the%20Privy%20Council:%20Group%20Politics%20and%20Charter%20Litigation%20in%20Canadian%20Political%20Science
06EAB10D,Smith,,,,,,1,Ghosts%20of%20the%20Judicial%20Committee%20of%20the%20Privy%20Council:%20Group%20Politics%20and%20Charter%20Litigation%20in%20Canadian%20Political%20Science
57722452,Smith,,,,,,1,Ghosts%20of%20the%20Judicial%20Committee%20of%20the%20Privy%20Council:%20Group%20Politics%20and%20Charter%20Litigation%20in%20Canadian%20Political%20Science
36E8B8B0,Smith,,,,,,1,Ghosts%20of%20the%20Judicial%20Committee%20of%20the%20Privy%20Council:%20Group%20Politics%20and%20Charter%20Litigation%20in%20Canadian%20Political%20Science
97826909,Smith,,,,,,1,Ghosts%20of%20the%20Judicial%20Committee%20of%20the%20Privy%20Council:%20Group%20Politics%20and%20Charter%20Litigation%20in%20Canadian%20Political%20Science
DCD5AF0C,Smith,,,,,,1,Ghosts%20of%20the%20Judicial%20Committee%20of%20the%20Privy%20Council:%20Group%20Politics%20and%20Charter%20Litigation%20in%20Canadian%20Political%20Science
D8FF0D65,Smith,,,,,,1,Ghosts%20of%20the%20Judicial%20Committee%20of%20the%20Privy%20Council:%20Group%20Politics%20and%20Charter%20Litigation%20in%20Canadian%20Political%20Science
BCA0EE52,Smith,,,,,,1,Ghosts%20of%20the%20Judicial%20Committee%20of%20the%20Privy%20Council:%20Group%20Politics%20and%20Charter%20Litigation%20in%20Canadian%20Political%20Science
B5DCF1FE,McNally,,,,,,2,Global%20Slump:%20The%20Economics%20and%20Politics%20of%20Crisis%20and%20Resistance
E2EED301,Radice,,,,,,1,Globalization%20and%20National%20Capitalisms:%20Theorizing%20Convergence%20and%20Differentiation
